year,week,dow,daily_registered_normalized_to_week_registered,daily_registered_normalized_to_week_total
2012,3,3,0.187921396876621,0.17807994757536
2012,3,4,0.181812943006973,0.172291393621669
2012,3,5,0.175301100674235,0.166120576671035
2012,3,6,0.0710539964271308,0.0673328964613368
2012,4,0,0.117261566691424,0.104099600511965
2012,4,1,0.099785923369304,0.0885855020750107
2012,4,2,0.169863253091004,0.150797036807199
2012,4,3,0.165669098693696,0.147073653182329
2012,4,4,0.166761326401328,0.148043284334639
2012,4,5,0.138931364410852,0.123337082573789
2012,4,6,0.141727467342392,0.125819338323702
2012,5,0,0.107619827939369,0.0996396738099753
2012,5,1,0.142933224088488,0.132334534420633
2012,5,2,0.171118394100778,0.158429736392945
2012,5,3,0.174928308070463,0.161957140147923
2012,5,4,0.146005735354363,0.135179214868196
2012,5,5,0.157148709545268,0.145495922624692
2012,5,6,0.10024580090127,0.092812440735824
2012,6,0,0.0689524531161205,0.0653530230261681
2012,6,1,0.169208183368062,0.160375241258584
2012,6,2,0.197196438719454,0.186902464203959
2012,6,3,0.127249479068005,0.120606849499529
2012,6,4,0.173470354233756,0.164414919879707
2012,6,5,0.170344762265581,0.161452488890884
2012,6,6,0.0935783292290207,0.0886933883926568
2012,7,0,0.0908492718020705,0.0807785318667603
2012,7,1,0.145858922618003,0.129690303455808
2012,7,2,0.16573082997017,0.147359388407832
2012,7,3,0.176302860150904,0.156759497620719
2012,7,4,0.128355851903843,0.114127467041111
2012,7,5,0.166520442182839,0.148061471253608
2012,7,6,0.126381821372171,0.112372259926671
2012,8,0,0.121460569689798,0.109219426921031
2012,8,1,0.110937367931705,0.0997567834612754
2012,8,2,0.152480770856225,0.137113323706012
2012,8,3,0.184811089510608,0.166185300600441
2012,8,4,0.191572986222635,0.172265714068557
2012,8,5,0.13667483729186,0.122900357224291
2012,8,6,0.102062378497168,0.0917762407843733
2012,9,0,0.11590977186149,0.103572248145032
2012,9,1,0.173950263236742,0.155434865753844
2012,9,2,0.17651842657193,0.157729671842729
2012,9,3,0.0755040020545307,0.0674672990132334
2012,9,4,0.199161066643839,0.17796221219307
2012,9,5,0.126054017035483,0.112636732196129
2012,9,6,0.132902452595985,0.118756215099824
2012,10,0,0.121525049575336,0.104299797694358
2012,10,1,0.117035207842257,0.100446356892842
2012,10,2,0.1394095858121,0.119649336887062
2012,10,3,0.167433681296068,0.143701229889856
2012,10,4,0.182886219927414,0.156963488648406
2012,10,5,0.153926740749055,0.132108795478629
2012,10,6,0.11778351479777,0.101088597026428
2012,11,0,0.114414414414414,0.0883192249586341
2012,11,1,0.138303821062442,0.106760029735498
2012,11,2,0.157564461012737,0.121627778710343
2012,11,3,0.164895930413172,0.127287115416896
2012,11,4,0.160857409133271,0.124169684180235
2012,11,5,0.118670394532464,0.0916045178772691
2012,11,6,0.1452935694315,0.11215558379895
2012,12,0,0.106475926780495,0.082355740630577
2012,12,1,0.15886786648208,0.122879238548483
2012,12,2,0.154960775265344,0.119857227840571
2012,12,3,0.156898938624827,0.121356335514575
2012,12,4,0.169973850176896,0.131469363474123
2012,12,5,0.181018304876173,0.140011897679952
2012,12,6,0.0718043377941855,0.0555383700178465
2012,13,1,0.168497908839583,0.13925014645577
2012,13,2,0.161692776635713,0.133626244874048
2012,13,3,0.177854965619905,0.146983011130639
2012,13,4,0.187566456369178,0.155008787346221
2012,13,5,0.165024455943858,0.136379613356766
2012,13,6,0.139363436591763,0.115172817809022
2013,1,0,0.17191608091431,0.152346536065808
2013,1,2,0.0839190856897569,0.0743664114878037
2013,1,3,0.183452272361432,0.162569540202558
2013,1,4,0.19187637495305,0.170034710665209
2013,1,5,0.205022267532328,0.181684180495459
2013,1,6,0.163813918549123,0.145166658741857
2013,2,0,0.107635275754422,0.0957477581718253
2013,2,1,0.144445889698231,0.128492912930286
2013,2,2,0.158331165452653,0.140844663002603
2013,2,3,0.155794745057232,0.138588371420307
2013,2,4,0.164412070759625,0.146253977437084
2013,2,5,0.126690946930281,0.112698871854209
2013,2,6,0.142689906347555,0.126930864911773
2013,3,0,0.151468258354519,0.13024331516918
2013,3,1,0.170037949964998,0.146210873146623
2013,3,2,0.0994436461442099,0.0855088075022177
2013,3,3,0.122103091264139,0.104993030034216
2013,3,4,0.164142809771195,0.141141807122038
2013,3,5,0.153715780553406,0.132175896591053
2013,3,6,0.139088463947533,0.119598276517552
2013,4,0,0.140744129307716,0.129604493330213
2013,4,1,0.180288705906272,0.166019190264451
2013,4,2,0.145471180237877,0.133957406974023
2013,4,3,0.160160618074616,0.14748420313597
2013,4,4,0.123411609230456,0.113643809969576
2013,4,5,0.118481244281793,0.10910367423356
2013,4,6,0.131442512961269,0.121039082611748
2013,5,0,0.0972773681225184,0.0928030303030303
2013,5,1,0.108094967992869,0.103123067408782
2013,5,2,0.22336115387732,0.213087507730365
2013,5,3,0.182521675715096,0.174126468769326
2013,5,4,0.171704075844745,0.163806431663575
2013,5,5,0.126286362531399,0.120477736549165
2013,5,6,0.0907543959160522,0.0865800865800866
2013,6,0,0.11641478377974,0.109457986001196
2013,6,1,0.143049528654796,0.134501072772678
2013,6,2,0.166916055663624,0.15694136681791
2013,6,3,0.177165943438576,0.166578734479969
2013,6,4,0.161342211581625,0.151700608490732
2013,6,5,0.121352685919497,0.11410080545883
2013,6,6,0.113758790962143,0.106960711898984
2013,7,0,0.0750667259786477,0.0680009402599147
2013,7,1,0.152617141162515,0.138251788172874
2013,7,2,0.200140865954923,0.181302259981866
2013,7,3,0.125481909845789,0.113670707545586
2013,7,4,0.178491992882562,0.161691124618019
2013,7,5,0.173302194543298,0.156989825044494
2013,7,6,0.0948991696322657,0.085966620773028
2013,8,0,0.146424423427908,0.133884548281878
2013,8,1,0.1172224987556,0.107183493893651
2013,8,2,0.157499585199934,0.144011226579686
2013,8,3,0.17388418782147,0.15899264203899
2013,8,4,0.164260826281732,0.150193430933778
2013,8,5,0.142649742823959,0.130433133581127
2013,8,6,0.0980587356893977,0.0896609269513768
2013,9,0,0.0952346334193595,0.086953635790382
2013,9,1,0.169713932608775,0.154956689124158
2013,9,2,0.0957798698702337,0.0874514619494872
2013,9,3,0.184544364072553,0.16849756065182
2013,9,4,0.175602486278216,0.160333211642494
2013,9,5,0.167642034095453,0.153064949719558
2013,9,6,0.111482679655411,0.101788855331718
2013,10,0,0.158888731996611,0.130903908794788
2013,10,1,0.146251059022875,0.120492089343881
2013,10,2,0.168490539395651,0.138814564913913
2013,10,3,0.0373129059587687,0.0307410423452769
2013,10,4,0.16690200508331,0.137505816658911
2013,10,5,0.157406099971759,0.129682410423453
2013,10,6,0.164748658571025,0.135731735691019
2013,11,0,0.0966018792637405,0.0798107087786463
2013,11,1,0.162826618612434,0.134524379220503
2013,11,2,0.123568026773072,0.102089647471686
2013,11,3,0.164628652336208,0.136013186579465
2013,11,4,0.142907710130004,0.118067740734833
2013,11,5,0.166784656970009,0.13779443824108
2013,11,6,0.142682455914532,0.117881639814963
2013,12,0,0.0957285566655184,0.0792189281641961
2013,12,1,0.0868067516362384,0.0718358038768529
2013,12,2,0.183499827764382,0.151852907639681
2013,12,3,0.183637616259042,0.1519669327252
2013,12,4,0.145814674474681,0.120667046750285
2013,12,5,0.16431277988288,0.135974914481186
2013,12,6,0.140199793317258,0.116020524515393
2013,13,0,0.0819505587538097,0.0605257234324588
2013,13,1,0.062614290551981,0.0462446539779406
2013,13,2,0.168642058923129,0.124552934997374
2013,13,3,0.176430748391466,0.130305379786409
2013,13,4,0.167321368100237,0.12357752044619
2013,13,5,0.185370809346427,0.136908185979041
2013,13,6,0.15767016593295,0.116449491033689
2014,1,0,0.176721788115573,0.156968767653942
2014,1,3,0.209976376521897,0.186506335243322
2014,1,4,0.278757041613665,0.247599063836656
2014,1,5,0.141650009085953,0.125817125332903
2014,1,6,0.192894784662911,0.171334032765717
2014,2,0,0.197970667730072,0.184910814054546
2014,2,1,0.151978377420355,0.14195257211439
2014,2,2,0.10195400770969,0.0952282415263005
2014,2,3,0.172847711462626,0.161445184786657
2014,2,4,0.212769728388498,0.198733600960146
2014,2,5,0.0788692454251407,0.0736663493771469
2014,2,6,0.0836102618636182,0.0780946074576832
2014,3,0,0.0988056773597969,0.0894162489557226
2014,3,1,0.178484883452573,0.161523600668338
2014,3,2,0.137924071082391,0.124817251461988
2014,3,3,0.172917147472883,0.156484962406015
2014,3,4,0.163916455111932,0.148339598997494
2014,3,5,0.16307985229633,0.147582497911445
2014,3,6,0.0848719132240942,0.0768065998329156
2014,4,0,0.141728651329066,0.132299908498843
2014,4,1,0.258778758000346,0.241563055062167
2014,4,2,0.0992331199907744,0.0926314656332418
2014,4,3,0.0836072190509139,0.0780451046880887
2014,4,4,0.139306924984143,0.130039291673395
2014,4,5,0.150550654442715,0.140535012648689
2014,4,6,0.126794672202041,0.118359438075246
2014,5,0,0.157803350129375,0.147386161282117
2014,5,1,0.152049571020019,0.142012210633427
2014,5,2,0.106257660356802,0.0992431951157466
2014,5,3,0.1064619365382,0.0994339862630374
2014,5,4,0.140984611194335,0.131677690155177
2014,5,5,0.178401198420264,0.166624268633935
2014,5,6,0.158041672341005,0.147608750953956
2014,6,0,0.10420884389984,0.0996806414350751
2014,6,1,0.0863789735393358,0.0826255350954678
2014,6,2,0.180998046528148,0.173133111367806
2014,6,3,0.130847096430474,0.125161377998233
2014,6,4,0.180891493518025,0.173031188421553
2014,6,5,0.185650861303498,0.177583746687504
2014,6,6,0.131024684780678,0.125331249575321
2014,7,0,0.131705512393637,0.125138093803354
2014,7,1,0.230167538713599,0.218690368584915
2014,7,2,0.243221817028698,0.231093702922567
2014,7,3,0.206225886581048,0.195942552977805
2014,7,4,0.00274826911896834,0.00261122828161093
2014,7,5,0.099149093599704,0.0942050818519634
2014,7,6,0.0867818825643465,0.0824545545847143
2014,8,0,0.146328695412591,0.130465756116734
2014,8,1,0.0831795013087202,0.074162326815368
2014,8,2,0.134591541534647,0.120000982607841
2014,8,3,0.149827799972448,0.133585536012577
2014,8,4,0.170877531340405,0.152353345779699
2014,8,5,0.151480920236947,0.135059447774393
2014,8,6,0.163714010194242,0.145966394811831
2014,9,0,0.103152158918472,0.0957732949087416
2014,9,1,0.178093530142089,0.165353826448927
2014,9,2,0.153055593875017,0.142106948447006
2014,9,3,0.132983859842737,0.12347102145373
2014,9,4,0.164884811698165,0.153089977585655
2014,9,5,0.136915436611946,0.127121357668908
2014,9,6,0.130914608911574,0.121549791866795
2014,10,0,0.168752113628678,0.141564745933678
2014,10,1,0.0155187314470372,0.0130185348631951
2014,10,2,0.0832675759966933,0.0698524776194679
2014,10,3,0.162213955585616,0.136079939477998
2014,10,4,0.174163003043625,0.146103896103896
2014,10,5,0.182542366512607,0.153133274492498
2014,10,6,0.213542253785744,0.179138822342706
2014,11,0,0.0930856553147575,0.0752230839796514
2014,11,1,0.154463364293086,0.124822783754483
2014,11,2,0.184184726522188,0.148840797264615
2014,11,3,0.144117647058824,0.11646234676007
2014,11,4,0.0982714138286894,0.0794137269618881
2014,11,5,0.152605779153767,0.123321657910099
2014,11,6,0.173271413828689,0.140021682928863
2014,12,0,0.125123536282232,0.100708672805284
2014,12,1,0.0369860141954419,0.0297690787253531
2014,12,2,0.134407475068132,0.108181073133105
2014,12,3,0.110179389655895,0.0886805187292099
2014,12,4,0.203767482255698,0.164007134937087
2014,12,5,0.202150280015573,0.162705491009015
2014,12,6,0.187385822527028,0.15082196403606
2014,13,0,0.0311124156149105,0.0282751492114301
2014,13,1,0.180363956560023,0.163915841419092
2014,13,2,0.110581156442618,0.10049681571138
2014,13,3,0.173613149398298,0.157780667533593
2014,13,4,0.216135896683299,0.19642559434497
2014,13,5,0.21441150572351,0.194858457537261
2014,13,6,0.0737819195773408,0.0670534493681438
2015,1,0,0.292220805246857,0.243140821585569
2015,1,4,0.186919293131718,0.155525238744884
2015,1,5,0.384131900163964,0.319614976504472
2015,1,6,0.13672800145746,0.113763832044869
2015,2,0,0.137262658227848,0.131196437573517
2015,2,1,0.218398382559775,0.208746429171568
2015,2,2,0.0897063994374121,0.0857418921189716
2015,2,3,0.131768635724332,0.125945219290875
2015,2,4,0.129043600562588,0.123340615022685
2015,2,5,0.182401547116737,0.1743404469837
2015,2,6,0.111418776371308,0.106494706771971
2015,3,0,0.0794111476327016,0.0741187989556136
2015,3,1,0.0729071963074341,0.0680483028720627
2015,3,2,0.184383523323309,0.172095300261097
2015,3,3,0.153612140709141,0.143374673629243
2015,3,4,0.19371984054829,0.180809399477807
2015,3,5,0.19113224701028,0.178394255874674
2015,3,6,0.124833904468844,0.116514360313316
2015,4,0,0.134267177823651,0.125368284825288
2015,4,1,0.119994102034798,0.112041192829804
2015,4,2,0.180300796225302,0.168350910042129
2015,4,3,0.15573577115895,0.145413993446595
2015,4,4,0.180300796225302,0.168350910042129
2015,4,5,0.13288115600118,0.124074125065396
2015,4,6,0.0965202005308169,0.0901230828537599
2015,5,0,0.123090481786134,0.118625473334041
2015,5,1,0.0886457109283196,0.08543015889868
2015,5,2,0.147987661574618,0.14261952790459
2015,5,3,0.184635722679201,0.177938210001062
2015,5,4,0.168331374853114,0.162225289308844
2015,5,5,0.175308460634548,0.16894928690236
2015,5,6,0.112000587544066,0.107937856106452
2015,6,0,0.15137735024049,0.139754561601808
2015,6,1,0.112432590001458,0.103799989235158
2015,6,2,0.15029879026381,0.138758813714409
2015,6,3,0.177670893455764,0.164029280370311
2015,6,4,0.143244425010931,0.132246084288713
2015,6,5,0.140591750473692,0.129797082727811
2015,6,6,0.124384200553855,0.11483395231175
2015,7,0,0.0335380416240191,0.031568129997752
2015,7,1,0.164994882292733,0.155303638524037
2015,7,2,0.18949164107813,0.178361540190758
2015,7,3,0.213851927669737,0.201290985580783
2015,7,4,0.180075059706585,0.169498057098815
2015,7,5,0.13323097918799,0.125405440123318
2015,7,6,0.0848174684408052,0.0798355759658306
2015,8,0,0.141003394945304,0.136105447130789
2015,8,1,0.0933232742361373,0.0900815613166327
2015,8,2,0.0876650320633723,0.0846198660064084
2015,8,3,0.236740852508487,0.228517331779784
2015,8,4,0.200829875518672,0.193853772210894
2015,8,5,0.185137683892871,0.178706670550539
2015,8,6,0.0552998868351565,0.0533789688319254
2015,9,0,0.0314736533712803,0.0301789870776146
2015,9,1,0.149583560038505,0.143430451882174
2015,9,2,0.161595446365044,0.15494823019504
2015,9,3,0.204788013225631,0.196364074163255
2015,9,4,0.143347423931695,0.137450838751104
2015,9,5,0.188674507177835,0.180913395938679
2015,9,6,0.12053739589001,0.115579099446183
2015,10,0,0.196609371320932,0.177387831407206
2015,10,1,0.185495643983989,0.167360639021074
2015,10,2,0.175465034141747,0.158310673011557
2015,10,3,0.191523428302331,0.172799116247451
2015,10,4,0.0247233341182011,0.0223062542488103
2015,10,5,0.090040028255239,0.0812372535690007
2015,10,6,0.136143159877561,0.122833106730116
2015,11,0,0.11896102556166,0.0966167382423798
2015,11,1,0.174520880084604,0.141740861003457
2015,11,2,0.0937346849286801,0.0761286267937572
2015,11,3,0.176274858778921,0.143165392269823
2015,11,4,0.190977327245996,0.155106316120247
2015,11,5,0.172018881064768,0.139708809049963
2015,11,6,0.073512342335371,0.0597046192521211
2015,12,0,0.126669298836426,0.0998498773388012
2015,12,1,0.17040202522238,0.134323166489693
2015,12,2,0.179575911001695,0.141554684925488
2015,12,3,0.156141858466684,0.123082274541394
2015,12,4,0.162830666326033,0.128354875324961
2015,12,5,0.0651462015467868,0.05135293471495
2015,12,6,0.139234038599995,0.109754311449599
2015,13,0,0.100848302180307,0.0846423762699417
2015,13,1,0.162149680367517,0.136092863845934
2015,13,2,0.167326997399188,0.140438206373169
2015,13,3,0.166840864344571,0.14003019299033
2015,13,4,0.183029095063319,0.153617038638867
2015,13,5,0.127707153447899,0.107185115671794
2015,13,6,0.0920979071971999,0.0772981353788404
2015,14,1,0.523302447794219,0.435092560653099
2015,14,2,0.476697552205781,0.396343566747154
2016,1,0,0.130020440859621,0.119415480630185
2016,1,1,0.134219103916911,0.123271684806048
2016,1,2,0.127092425832827,0.116726285612807
2016,1,3,0.150792773879896,0.138493543394982
2016,1,4,0.171841334732888,0.157825303802928
2016,1,5,0.160377879675156,0.147296851612249
2016,1,6,0.125656041102702,0.115407057868432
2016,2,0,0.0760334176939614,0.0683815071342911
2016,2,1,0.159632078809154,0.143566900805208
2016,2,2,0.166081584891284,0.149367336449742
2016,2,3,0.14556290309413,0.130913629800044
2016,2,4,0.181946825591205,0.163635918647055
2016,2,5,0.149046180640597,0.134046354536332
2016,2,6,0.121697009279669,0.109449570474069
2016,3,1,0.134309647273349,0.131345778768459
2016,3,2,0.219670636503504,0.214823070493174
2016,3,3,0.242577924668072,0.237224853719699
2016,3,4,0.236879594278876,0.231652270827529
2016,3,5,0.166562197276198,0.162886597938144
2016,4,0,0.285116448326055,0.262809224318658
2016,4,3,0.0477620087336245,0.0440251572327044
2016,4,4,0.180494905385735,0.166373165618449
2016,4,5,0.259097525473071,0.238825995807128
2016,4,6,0.227529112081514,0.209727463312369
2016,5,0,0.114023815642937,0.10605577689243
2016,5,1,0.126045860818413,0.117237715803453
2016,5,2,0.181530026557012,0.168844621513944
2016,5,3,0.11910677061024,0.110783532536521
2016,5,4,0.182472372140838,0.169721115537849
2016,5,5,0.155344241697364,0.144488711819389
2016,5,6,0.121476912533196,0.112988047808765
2016,6,0,0.0616656553398058,0.0590521154893772
2016,6,1,0.217233009708738,0.208026148538224
2016,6,2,0.149499393203884,0.143163246776829
2016,6,3,0.201342536407767,0.192809151988378
2016,6,4,0.157577366504854,0.150898856001453
2016,6,5,0.15894265776699,0.152206282912657
2016,6,6,0.0537393810679612,0.0514617759215544
2016,7,0,0.1191459122902,0.104202426753477
2016,7,1,0.0161410395235517,0.0141166025451317
2016,7,2,0.106760963724959,0.0933708197691625
2016,7,3,0.198159177043855,0.173305711749038
2016,7,4,0.189665674066053,0.165877478543948
2016,7,5,0.18083378451543,0.158153299792838
2016,7,6,0.18929344883595,0.165551938443326
2016,8,0,0.174111853675695,0.152891817456436
2016,8,1,0.194219720952046,0.17054902061723
2016,8,2,0.0741001289717435,0.0650691101902139
2016,8,3,0.0941493727283386,0.0826748346245914
2016,8,4,0.180589752608747,0.158580216725438
2016,8,5,0.15239183960605,0.133818949319194
2016,8,6,0.130437331457381,0.114540166276286
2016,9,0,0.108730891044664,0.0972910251260767
2016,9,1,0.179081772612783,0.160240103539073
2016,9,2,0.197062270879573,0.176328825813362
2016,9,3,0.142347689468565,0.127370910876066
2016,9,4,0.140926207636101,0.126098986923729
2016,9,5,0.126486944811591,0.113178917302629
2016,9,6,0.105364223546722,0.094278573660017
2016,10,0,0.0698968613192847,0.054951144815517
2016,10,1,0.1395711211694,0.109727285985125
2016,10,2,0.164873488165022,0.129619367070147
2016,10,3,0.172312087259776,0.135467405570949
2016,10,4,0.167767307264228,0.131894414466968
2016,10,5,0.165652593307116,0.13023187983083
2016,10,6,0.119926541515174,0.0942832142336299
2016,11,0,0.0785175617682597,0.0634020791979275
2016,11,1,0.141681596600142,0.114406351983313
2016,11,2,0.157139285863089,0.12688826834438
2016,11,3,0.195887671347027,0.158177169195572
2016,11,4,0.185138119245031,0.149497022507822
2016,11,5,0.184742302404067,0.149177404703428
2016,11,6,0.0568934627723845,0.0459408538841974
2016,12,0,0.0858619153674833,0.0618311991583053
2016,12,1,0.120124721603563,0.0865046575483076
2016,12,2,0.1488285077951,0.107174933921835
2016,12,3,0.177461024498886,0.127793887448998
2016,12,4,0.182164810690423,0.131181195309092
2016,12,5,0.159251670378619,0.114680900202725
2016,12,6,0.126307349665924,0.0909569144704765
2016,13,1,0.207878116675147,0.171261590057211
2016,13,2,0.256308180430423,0.211160978496745
2016,13,3,0.264090514532012,0.217572499506806
2016,13,4,0.271723188362417,0.223860722035905
2016,53,0,0.398373113560955,0.283992064703189
2016,53,5,0.237718077705234,0.169464367465283
2016,53,6,0.363908808733811,0.259423164962613
2017,1,0,0.0685427910562837,0.0632582630661401
2017,1,1,0.0561680801850424,0.0518376205215783
2017,1,2,0.135582112567463,0.125128971430604
2017,1,3,0.248149575944487,0.229017682427865
2017,1,4,0.224055512721665,0.206781228875369
2017,1,5,0.202814186584426,0.187177571423489
2017,1,6,0.0646877409406322,0.0597004304977408
2017,2,0,0.104730543731427,0.0935348125478194
2017,2,1,0.118410837148288,0.105752677888294
2017,2,2,0.143549380237196,0.1282039020658
2017,2,3,0.178780820817605,0.15966908951798
2017,2,4,0.218108317939657,0.19479246365723
2017,2,5,0.190935132385618,0.170524100994644
2017,2,6,0.0454849677402083,0.0406226090283091
2017,3,0,0.084223428471371,0.0677958138551528
2017,3,1,0.114019728010273,0.09178040358007
2017,3,2,0.157327963579058,0.126641452700322
2017,3,3,0.198739275083173,0.159975569076088
2017,3,4,0.185168972158991,0.149052127134769
2017,3,5,0.122045175976186,0.098240503652893
2017,3,6,0.138475456720948,0.111466090347436
2017,4,0,0.104248730335687,0.0933928135472846
2017,4,1,0.0690449646971386,0.0618549836873294
2017,4,2,0.172748668400842,0.154759526821582
2017,4,3,0.203914282175152,0.18267971680316
2017,4,4,0.187885544407284,0.168320127838072
2017,4,5,0.157636566332219,0.141221119914775
2017,4,6,0.104521243651678,0.0936369487538007
2017,5,0,0.103735529299439,0.0946779077620199
2017,5,1,0.124740422484783,0.113848768054376
2017,5,2,0.174269005847953,0.15905278522101
2017,5,3,0.185272705573457,0.169095701805982
2017,5,4,0.172096908939014,0.157070343986232
2017,5,5,0.147058121494212,0.134217807115003
2017,5,6,0.0928273063611409,0.0847221314511034
2017,6,0,0.0809877972744277,0.0703468018026731
2017,6,1,0.167453460407945,0.145451732074815
2017,6,2,0.196691012737152,0.170847759230963
2017,6,3,0.210274338647902,0.182646370476393
2017,6,4,0.114678899082569,0.0996112260884702
2017,6,5,0.123563730293044,0.107328678362121
2017,6,6,0.106350761556961,0.092377323456026
2017,7,0,0.123327827280553,0.0913288424099375
2017,7,1,0.138543144964288,0.102596350981169
2017,7,2,0.162924877277063,0.120651930465345
2017,7,3,0.162250191936347,0.120152300880382
2017,7,4,0.141637391526883,0.104887755629447
2017,7,5,0.15045483097969,0.111417397446721
2017,7,6,0.120861736035177,0.0895026101338663
2017,8,0,0.0870001574307305,0.0652565389384188
2017,8,1,0.116498740554156,0.0873826533624609
2017,8,2,0.149086901763224,0.111826179370609
2017,8,3,0.165931989924433,0.124461238708154
2017,8,4,0.189999212846348,0.142513432130838
2017,8,5,0.188798803526448,0.141613036547204
2017,8,6,0.10268419395466,0.0770207238590069
2017,9,0,0.0851132240135961,0.0737864850874049
2017,9,1,0.168274309861743,0.145880619599411
2017,9,2,0.157985393413256,0.136960936566718
2017,9,3,0.186302879977952,0.161509974913391
